id	ko	ja	pos	pos_tag	lemma
604	동료	同僚	Noun	NNG	동료
605	동물원	動物園	Noun	NNG	동물원
606	동부	東部	Noun	NNP	동부
607	동서양	東洋と西洋	Noun	NNG	동서양
608	동시	同時	Noun	NNG	동시
609	동양화	東洋画	Noun	NNG	동양화
610	동영상	動画	Noun	NNG	동영상
611	동일하다	同じである	Noun	NNG	동일
612	동작	動作	Noun	NNG	동작
613	동창	同窓	Noun	NNG	동창
614	동창회	同窓会	Noun	NNG	동창회
615	동해안	東海岸	Noun	NNP	동해안
616	동호회	同好会	Noun	NNG	동호회
617	동화	童話	Noun	NNG	동화
618	동화책	児童書	Noun	NNG	동화책
619	되도록	できるだけ	Adverb	MAG	되도록
620	되돌리다	取り戻す	Verb	VV	되돌리다
621	되돌아보다	振り返る	Verb	VV	되돌아보다
622	되살아나다	生き返る、蘇る	Verb	VV	되살아나다
623	두려움	恐れ	Noun	NNG	두려움
624	두려워하다	恐れる	Verb	VV	두려워하다
625	두세	二・三	Determiner	MM	두세
626	두통	頭痛	Noun	NNG	두통
627	두통약	頭痛薬	Noun	NNG	두통약
628	둔하다	鈍い	Adjective	VA	둔하다
629	둘러보다	見回す	Verb	VV	둘러보다
630	둥글다	丸い	Adjective	VA	둥글다
631	뒤떨어지다	劣る、遅れる	Verb	VV	뒤떨어지다
632	뒤집다	裏返す	VV-R	VV-R	뒤집다
633	뒤풀이	打ち上げ	Noun	NNG	뒤풀이
634	뒷모습	後ろ姿	Noun	NNG	뒷모습
635	뒷문	裏門	Noun	NNG	뒷문
636	뒷이야기	裏話	Noun	NNG	뒷이야기
637	뒷자리	後ろの席	Noun	NNG	뒷자리
638	드디어	いよいよ、ついに	Adverb	MAG	드디어
639	드라이	ドライ	Noun	NNG	드라이
640	드림	ドリーム	Noun	NNG	드림
641	드물다	まれだ	Adjective	VA	드물다
642	든든하다	心強い、頼もしい、しっかりしている	XR	XR	든든
643	들려주다	聞かせてくれる	Verb	VV	들려주다
644	들르다	立ち寄る	Verb	VV	들르다
645	들리다	聞こえる	Verb	VV	들리다
646	들어보다	聞いてみる	VV-I	VV-I	듣다
647	들어주다	聞いてくれる	VV-I	VV-I	듣다
648	들이다	かける、費やす	Noun	NNG	들
649	등록	登録	Noun	NNG	등록
650	등록금	登録金、授業料	Noun	NNG	등록금
651	등록증	登録証	Noun	NNG	등록증
652	등불	明かり、灯火	Noun	NNG	등불
653	디스크	ディスク、ヘルニア	Noun	NNG	디스크
654	디자이너	デザイナー	Noun	NNG	디자이너
655	디지털	デジタル	Noun	NNG	디지털
656	따다	もぎとる、摘む、得る	Verb	VV	따다
657	따라다니다	ついていく、つきまとう	Verb	VV	따라다니다
658	따라서	従って	Adverb	MAJ	따라서
659	따로따로	別々、それぞれ	Adverb	MAG	따로따로
660	따지다	問い詰める	Verb	VV	따지다
661	딱	ピッタリ	Adverb	MAG	딱
662	딱딱하다	固い	XR	XR	딱딱
663	딴	べつの、他の	Determiner	MM	딴
664	땅	土地	Noun	NNG	땅
665	땅콩	ピーナッツ	Noun	NNG	땅콩
666	때때로	時折	Adverb	MAG	때때로
667	때로	時々	Adverb	MAG	때로
668	떠오르다	浮かぶ	Verb	VV	떠오르다
669	떨다	震える、震わす	Verb	VV	떨다
670	떨리다	震える、揺れる	Verb	VV	떨리다
671	떨어뜨리다	落とす、下落させる	Verb	VV	떨어뜨리다
672	떼다	取る、離す	Noun	NNG	떼
673	또박또박	きちんと、はきはき、	Adverb	MAG	또박또박
674	또한	また	Adverb	MAG	또한
675	똑같이	同じく	Adverb	MAG	똑같이
676	똑똑하다	利口だ、賢い、頭いい	XR	XR	똑똑
677	뚜렷하다	はっきりしている	XR	XR	뚜렷
678	뚫다	穴を開ける	Verb	VV	뚫다
679	뚱뚱하다	太っている	Adverb	MAG	뚱뚱
680	뛰어가다	走る	Verb	VV	뛰어가다
681	뛰어나다	優れている	Adjective	VA	뛰어나다
682	뛰어내리다	飛び降りる	Verb	VV	뛰어내리다
683	뛰어넘다	飛び越える	Verb	VV	뛰어넘다
684	뛰어다니다	走りまわる	Verb	VV	뛰어다니다
685	뛰어오다	走ってくる	Verb	VV	뛰어오다
686	뛰쳐나가다	飛び出す	Verb	VV	뛰쳐나가다
687	뜨거워지다	熱くなる	VA-I	VA-I	뜨겁다
688	뜻밖에	意外に	Adverb	MAG	뜻밖에
689	띠	干支	Noun	NNG	띠
690	램프	ランプ	Noun	NNG	램프
691	레몬	レモン	Noun	NNG	레몬
692	레포츠	レジャースポーツ	Noun	NNG	레포츠
693	렌즈	レンズ	Noun	NNG	렌즈
694	렌터카	レンタカー	Noun	NNG	렌터카
695	로또	ロット、宝くじ	Noun	NNG	로또
696	로봇	ロボット	Noun	NNG	로봇
697	로비	ロビー	Noun	NNG	로비
698	룸메이트	ルームメイト	Noun	NNG	룸메이트
699	리듬	リズム	Noun	NNG	리듬
700	리모컨	リモコン	Noun	NNG	리모컨
701	마감일	締め切り日	Noun	NNG	마감일
702	마네킹	マネキン	Noun	NNG	마네킹
703	마당	庭	Noun	NNG	마당
704	마디	節	Noun	NNG	마디
705	마라톤	マラソン	Noun	NNG	마라톤
706	마련하다	設ける	Noun	NNG	마련
707	마루	板の間	Noun	NNG	마루
708	마무리	仕上げ	Noun	NNG	마무리
709	마술	手品	Noun	NNG	마술
710	마스크	マスク	Noun	NNG	마스크
711	마약	麻薬	Noun	NNG	마약
712	마을	村	Noun	NNG	마을
713	마음껏	心おきなく、思いっきり	Adverb	MAG	마음껏
714	마음대로	自分勝手に、思い通りに	Adverb	MAG	마음대로
715	마음먹다	決心する	Verb	VV	마음먹다
716	마음씨	心、気立て	Noun	NNG	마음씨
717	마주보다	向き合う	Adverb	MAG	마주
718	마주치다	ぶつかる、目が合う	Verb	VV	마주치다
719	마중	出迎え	Noun	NNG	마중
720	마찬가지	同様	Noun	NNG	마찬가지
721	마치	まるで、あたかも、ちょうど	Adverb	MAG	마치
722	마침	ちょうど、たまたま	Adverb	MAG	마침
723	마침내	遂に	Adverb	MAG	마침내
724	마케팅	マーケティング	Noun	NNG	마케팅
725	마트	マート	Noun	NNG	마트
726	막	めちゃくちゃに、やたらに	Adverb	MAG	막
727	막내	末っ子	Noun	NNG	막내
728	막다	ふさぐ、さえぎる	Adverb	MAG	막
729	막대기	棒	Noun	NNG	막대기
730	막차	終電	Noun	NNG	막차
731	만남	出会い	Noun	NNG	만남
732	만년필	万年筆	Noun	NNG	만년필
733	만약	もしも、万が一	Adverb	MAG	만약
734	만족	満足	Noun	NNG	만족
735	만족감	満足感	Noun	NNG	만족감
736	만화책	漫画	Noun	NNG	만화책
737	맏딸	長女	XPN	XPN	맏
738	맏아들	長男	XPN	XPN	맏
739	말다툼	口喧嘩、口論	Noun	NNG	말다툼
740	말리다	引き止める、乾かす	Verb	VV	말리다
741	말투	話し方、言葉使い	Noun	NNG	말투
742	맛보다	味見する	Noun	NNG	맛
743	망가뜨리다	壊す、ダメにする	Verb	VV	망가뜨리다
744	망가지다	壊れる、駄目になる	Verb	VV	망가지다
745	망설이다	ためらう、躊躇する	Verb	VV	망설이다
746	망하다	滅ぶ	Verb	VV	망하다
747	맞벌이	共稼ぎ	Noun	NNG	맞벌이
748	맞이	迎え	Noun	NNG	맞이
749	맞추다	合わせる、仕立てる	Verb	VV	맞추다
750	맡기다	任せる	Verb	VV	맡기다
751	맡다	引き受ける	Verb	VV	맡다
752	매년	毎年	Adverb	MAG	매년
753	매달	毎月	Adverb	MAG	매달
754	매력	魅力	Noun	NNG	매력
755	매력적	魅力的	Noun	NNG	매력
756	매연	煤煙	Noun	NNG	매연
757	매운탕	メウンタン、魚のアラ鍋	Noun	NNG	매운탕
758	매점	売店	Noun	NNG	매점
759	매진	売り切れ	Noun	NNG	매진
760	매체	媒体	Noun	NNG	매체
761	매콤하다	やや辛い、ピリ辛い	Adjective	VA	매콤하다
762	매표소	チケット売り場	Noun	NNG	매표소
763	맨발	素足	XPN	XPN	맨
764	맨손	素手	XPN	XPN	맨
765	맹인	盲人	Noun	NNG	맹인
766	맺다	結ぶ	Verb	VV	맺다
767	머리카락	髪、髪の毛	Noun	NNG	머리카락
768	머무르다	とどまる	Verb	VV	머무르다
769	머지않다	遠くない	Adjective	VA	머지않다
770	먹을거리	食べ物	Noun	NNG	먹을거리
771	먹이	えさ	Noun	NNG	먹이
772	먹이다	食べさせる	Noun	NNG	먹이
773	먼지	ちり、ほこり	Noun	NNG	먼지
774	멀리	遠く	Adverb	MAG	멀리
775	멀티미디어실	マルチメディア室	Noun	NNG	멀티미디어
776	멈추다	止まる	Verb	VV	멈추다
777	멋지다	素敵だ	Adjective	VA	멋지다
778	멍	あざ	Noun	NNG	멍
779	메일	メール	Noun	NNG	메일
780	멜로디	メロディー	Noun	NNG	멜로디
781	멜론	メロン	Noun	NNG	멜론
782	며느리	嫁	Noun	NNG	며느리
783	면	面、麺	Noun	NNG	면
784	면세점	免税店	Noun	NNG	면세점
785	면접	面接	Noun	NNG	면접
786	면접관	面接官	Noun	NNG	면접관
787	면접시험	面接試験	Noun	NNG	면접
788	면허증	免許証	Noun	NNG	면허증
789	명랑	明朗	Noun	NNG	명랑
790	명랑하다	朗らかだ、明るい	Noun	NNG	명랑
791	명사	名詞	Noun	NNG	명사
792	명소	名所	Noun	NNG	명소
793	명품	ブランド品、名品	Noun	NNG	명품
794	몇몇	いくつかの、若干	Determiner	MM	몇몇
795	모국어	母国語	Noun	NNG	모국어
796	모기	蚊	Noun	NNG	모기
797	모델	モデル	Noun	NNG	모델
798	모래	砂	Noun	NNG	모래
799	모범생	模範生	Noun	NNG	모범
800	모습	姿	Noun	NNG	모습
801	모음	母音	Noun	NNG	모음
802	모자라다	足りない	Verb	VV	모자라다
803	모집	募集	Noun	NNG	모집
804	모험심	冒険心	Noun	NNG	모험심
805	모형	模型	Noun	NNG	모형
806	목마르다	喉が渇く	Adjective	VA	목마르다
807	목사	牧師	Noun	NNG	목사
808	목숨	命	Noun	NNG	목숨
809	목욕탕	銭湯	Noun	NNG	목욕탕
810	목적지	目的地	Noun	NNG	목적지
811	목표	目標	Noun	NNG	목표
812	몰라보다	わからない、見違える	Verb	VV	몰라보다
813	몰래	こっそり	Adverb	MAG	몰래
814	몰려들다	押し寄せる	Verb	VV	몰려들다
815	몰리다	寄り集まる	Noun	NNP	몰리
816	몸무게	体重	Noun	NNG	몸무게
817	몸짓	身振り、ジェスチャー	Noun	NNG	몸짓
818	몹시	とても、たいへん、ひどく	Adverb	MAG	몹시
819	못생기다	ぶさいくだ、醜い	Adjective	VA	못생기다
820	무게	重さ	Noun	NNG	무게
821	무관심	無関心	XPN	XPN	무
822	무너지다	崩れる	Verb	VV	무너지다
823	무늬	柄、模様	Noun	NNG	무늬
824	무대	舞台、ステージ	Noun	NNG	무대
825	무더위	蒸し暑さ	Noun	NNG	무더위
826	무덤	墓	Noun	NNG	무덤
827	무덥다	蒸し暑い	VA-I	VA-I	무덥다
828	무렵	頃	Noun	NNB	무렵
829	무사히	無事に	Adverb	MAG	무사히
830	무서워하다	怖がる	Verb	VV	무서워하다
831	무선	無線	Noun	NNG	무선
832	무소식	便りのないこと	XPN	XPN	무
833	무시	無視	Noun	NNG	무시
834	무인	無人	Noun	NNG	무인
835	무조건	無条件	XPN	XPN	무
836	무지개	虹	Noun	NNG	무지개
837	무통장 입금	電子振込、ATM入金	XPN	XPN	무
838	묵다	泊まる	Verb	VV	묵다
839	묶다	束ねる、縛る	Verb	VV	묶다
840	문구	文具、文房具	Noun	NNG	문구
841	문명	文明	Noun	NNG	문명
842	문법	文法	Noun	NNG	문법
843	문병	お見舞い	Noun	NNG	문병
844	문서	文書	Noun	NNG	문서
845	문의	問い合わせ	Noun	NNG	문의
846	문자	文字、SMS、ショートメッセージ	Noun	NNG	문자
847	문제점	問題点	Noun	NNG	문제점
848	문학	文学	Noun	NNG	문학
849	문화생활	文化的な生活	Noun	NNG	문화생활
850	문화유산	文化遺産	Noun	NNG	문화유산
851	문화적	文化的	Noun	NNG	문화
852	묻히다	つける、まぶす	Verb	VV	묻히다
853	물가	物価	Noun	NNG	물가
854	물고기	魚	Noun	NNG	물고기
855	물냉면	水冷麺	Noun	NNG	물냉면
856	물다	咬む、口にくわえる	Noun	NNG	물
857	물러서다	後退する	Verb	VV	물러서다
858	물려주다	譲る、譲り渡す	Verb	VV	물려주다
859	물리다	飽きる、噛まれる	Verb	VV	물리다
860	물방울	水玉	Noun	NNG	물방울
861	물약	飲み薬、水薬	Noun	NNG	물약
862	물음	問い	Noun	NNG	물음
863	물질	物質	Noun	NNG	물질
864	물품	物品	Noun	NNG	물품
865	뮤지컬	ミュージカル	Noun	NNG	뮤지컬
866	미끄러지다	滑る	Verb	VV	미끄러지다
867	미끄럽다	つるつるしている、滑りやすい	VA-I	VA-I	미끄럽다
868	미루다	延ばす	Verb	VV	미루다
869	미소	微笑み	Noun	NNG	미소
870	미역	ワカメ	Noun	NNG	미역
871	미역국	ワカメスープ	Noun	NNG	미역국
872	미용사	美容師	Noun	NNG	미용사
873	미인	美人	Noun	NNG	미인
874	미치다	及ぶ、及ぼす	Verb	VV	미치다
875	미팅	合コン	Noun	NNG	미팅
876	미혼	未婚	Noun	NNG	미혼
877	민박	民宿、民泊	Noun	NNG	민박
878	민속	民俗	Noun	NNG	민속
879	민속놀이	民俗遊び	Noun	NNG	민속
880	민요	民謡	Noun	NNG	민요
881	민족	民族	Noun	NNG	민족
882	믿다	信じる	VV-R	VV-R	믿다
883	믿음	信頼、信仰	Noun	NNG	믿음
884	믿음직스럽다	頼もしい、信頼できる	VA-I	VA-I	믿음직스럽다
885	믿음직하다	頼もしい	VV-R	VV-R	믿다
886	밀다	押す	Verb	VV	밀다
887	밀려오다	押し寄せてくる	Verb	VV	밀려오다
888	밀리미터	ミリメートル	Noun	NNG	밀리미터
889	밉다	憎い、醜い	VA-I	VA-I	밉다
890	및	および	Adverb	MAG	및
891	밑줄	下線	Noun	NNG	밑줄
892	바가지	ひょうたん	Noun	NNG	바가지
893	바구니	かご	Noun	NNG	바구니
894	바깥	外、屋外、表	Noun	NNG	바깥
895	바느질	針仕事	Noun	NNG	바느질
896	바늘	針	Noun	NNG	바늘
897	바닥	底、床	Noun	NNG	바닥
898	바닥나다	底をつく	Verb	VV	바닥나다
899	바닷물	海水	Noun	NNG	바닷물
900	바둑	囲碁	Noun	NNG	바둑
901	바라보다	見渡す、眺める	Verb	VV	바라보다
902	바보	馬鹿	Noun	NNG	바보
903	바위	岩	Noun	NNG	바위
904	바이러스	ウイルス	Noun	NNG	바이러스
905	바퀴	車輪	Noun	NNB	바퀴
906	바탕	基礎、土台、素地	Noun	NNG	바탕
907	박사	博士	Noun	NNG	박사
908	박스	ボックス	Noun	NNG	박스
909	반가워하다	懐かしがる	VA-I	VA-I	반갑다
910	반납	返却	Noun	NNG	반납
911	반납일	返却日	Noun	NNG	반납
912	반대	反対	Noun	NNG	반대
913	반대말	反 対語	Noun	NNG	반대말
914	반대쪽	反対側	Noun	NNG	반대쪽
915	반드시	必ず	Adverb	MAG	반드시
916	반말	タメ口	Noun	NNG	반말
917	반복	反復、リピート	Noun	NNG	반복
918	반성	反省	Noun	NNG	반성
919	반응	反応	Noun	NNG	반응
920	반짝반짝	ぴかぴか	Adverb	MAG	반짝반짝
921	반짝이다	きらめく、輝く	Verb	VV	반짝이다
922	반품	返品	Noun	NNG	반품
923	반하다	惚れる	Noun	NNG	반
924	받아들이다	受け入れる	Verb	VV	받아들이다
925	발걸음	足どり	Noun	NNG	발걸음
926	발견	発見	Noun	NNG	발견
927	발급	発給	Noun	NNG	발급
928	발달	発達	Noun	NNG	발달
929	발레	バレエ	Noun	NNG	발레
930	발명	発明	Noun	NNG	발명
931	발목	足首	Noun	NNG	발목
932	발생	発生	Noun	NNG	발생
933	발자국	足跡	Noun	NNG	발자국
934	발표자	発表者	Noun	NNG	발표자
935	발표회	発表会	Noun	NNG	발표회
936	밝히다	明らかにする	Verb	VV	밝히다
937	밟다	踏む	Verb	VV	밟다
938	밤새	夜の間	Noun	NNG	밤새
939	밤새우다	徹夜する	Noun	NNG	밤
940	밥그릇	ご飯茶碗	Noun	NNG	밥그릇
941	밥맛	ご飯の味、食欲	Noun	NNG	밥맛
942	밥상	お膳	Noun	NNG	밥상
943	방금	たった今	Adverb	MAG	방금
944	방문	訪問	Noun	NNG	방문
945	방송사	放送会社、放送社	Noun	NNG	방송사
946	방식	方式	Noun	NNG	방식
947	방청객	傍聴人	Noun	NNG	방청객
948	방해	妨害、じゃま	Noun	NNG	방해
949	방향	方向	Noun	NNG	방향
950	밭	畑	Noun	NNG	밭
951	배경	背景	Noun	NNG	배경
952	배꼽	へそ	Noun	NNG	배꼽
953	배낭	リュックサック	Noun	NNG	배낭
954	배낭여행	バックパック旅行	Noun	NNG	배낭여행
955	배려	配慮	Noun	NNG	배려
956	배우자	配偶者	Noun	NNG	배우자
957	배추	白菜	Noun	NNG	배추
958	배터리	バッテリー	Noun	NNG	배터리
959	뱀	蛇	Noun	NNG	뱀
960	뱉다	吐きだす	Verb	VV	뱉다
961	버릇	癖、礼儀作法	Noun	NNG	버릇
962	버릇없다	行儀が悪い、わがままだ	Adjective	VA	버릇없다
963	버섯	きのこ	Noun	NNG	버섯
964	버튼	ボタン	Noun	NNG	버튼
965	번역	翻訳	Noun	NNG	번역
966	번호표	番号表	Noun	NNG	번호표
967	벌금	罰金	Noun	NNG	벌금
968	벌리다	あける、広げる	Verb	VV	벌리다
969	벌집	蜂の巣	Noun	NNG	벌집
970	범위	範囲	Noun	NNG	범위
971	범인	犯人	Noun	NNG	범인
972	범죄	犯罪	Noun	NNG	범죄
973	법	法律、法	Noun	NNG	법
974	법원	裁判所	Noun	NNG	법원
975	벗기다	脱がせる、取れる	Verb	VV	벗기다
976	벗어나다	抜け出す、それる	Verb	VV	벗어나다
977	베개	枕	Noun	NNG	베개
978	벨	ベル	Noun	NNP	벨
979	벨트	ベルト	Noun	NNG	벨트
980	벼	稲	Noun	NNG	벼
981	벼락	雷	Noun	NNG	벼락
982	벼룩시장	フリーマーケット	Noun	NNG	벼룩시장
983	벽걸이	壁掛け	Noun	NNG	벽걸이
984	벽돌	煉瓦	Noun	NNG	벽돌
985	변경	変更	Noun	NNG	변경
986	변기	トイレ	Noun	NNG	변기
987	변명	弁明、言い訳	Noun	NNG	변명
988	변비	便秘	Noun	NNG	변비
989	변하다	変わる	Verb	VV	변하다
990	변화	変化	Noun	NNG	변화
991	별명	ニックネーム、あだ名、別名	Noun	NNG	별명
992	별일	変わったこと、別ごと	Noun	NNG	별일
993	병문안	お見舞い	Noun	NNG	병문안
994	보고	報告	Verb	VV	보다
995	보고서	レポート、報告書	Noun	NNG	보고서
996	보고회	報告会	Noun	NNG	보고회
997	보관	保管	Noun	NNG	보관
998	보관실	保管室	Noun	NNG	보관실
999	보기	見本、例	Verb	VV	보다
1000	보너스	ボーナス	Noun	NNG	보너스
1001	보람	やりがい、甲斐	Noun	NNG	보람
1002	보름	陰暦の十五日	Noun	NNG	보름
1003	보름달	満月、十五夜の月	Noun	NNG	보름달
1004	보물	宝物	Noun	NNG	보물
1005	보살피다	面倒を見る	Verb	VV	보살피다
1006	보약	強壮剤、補薬	Noun	NNG	보약
1007	보증금	保証金、敷金	Noun	NNG	보증금
1008	보충	補充	Noun	NNG	보충
1009	보험	保険	Noun	NNG	보험
1010	보험금	保険金	Noun	NNG	보험금
1011	보험료	保険料	Noun	NNG	보험료
1012	보호	保護	Noun	NNG	보호
1013	복	福	Noun	NNG	복
1014	복권	宝くじ	Noun	NNG	복권
1015	복날	ポンナル、滋養食を食べる日	Noun	NNG	복날
1016	복도	廊下	Noun	NNG	복도
1017	복사	複写、コピー	Noun	NNG	복사
1018	복사기	コピー機	Noun	NNG	복사기
1019	복습	復習	Noun	NNG	복습
1020	복통	腹痛	Noun	NNG	복통
1021	본론	本論	Noun	NNG	본론
1022	본문	本文	Noun	NNG	본문
1023	볼거리	見どころ	Noun	NNG	볼거리
1024	볼륨	ボリューム	Noun	NNG	볼륨
1025	볼링	ボーリング	Noun	NNG	볼링
1026	볼링장	ボーリング場	Noun	NNG	볼링장
1027	볼일	用事	Noun	NNG	볼일
1028	봉사	ボランティア、奉仕	Noun	NNG	봉사
1029	봉사자	奉仕者	Noun	NNG	봉사자
1030	부끄러워하다	恥ずかしがる	Verb	VV	부끄러워하다
1031	부끄럽다	恥ずかしい	VA-I	VA-I	부끄럽다
1032	부담	負担、負い目	Noun	NNG	부담
1033	부딪치다	ぶつかる	Verb	VV	부딪치다
1034	부딪히다	ぶつかる、直面する	Verb	VV	부딪히다
1035	부러워하다	うらやむ	Verb	VV	부러워하다
1036	부러지다	折れる	Verb	VV	부러지다
1037	부럽다	うらやましい	VA-I	VA-I	부럽다
1038	부분	部分	Noun	NNG	부분
1039	부사	副詞	Noun	NNG	부사
1040	부상	負傷、けが	Noun	NNG	부상
1041	부상자	負傷者	Noun	NNG	부상자
1042	부서	部署	Noun	NNG	부서
1043	부서지다	壊れる	Verb	VV	부서지다
1044	부자	金持ち	Noun	NNG	부자
1045	부작용	副作用	Noun	NNG	부작용
1046	부잣집	金持ちの家	Noun	NNG	부잣집
1047	부정적	否定的	Noun	NNG	부정
1048	부족	不足	Noun	NNG	부족
1049	부주의	不注意	XPN	XPN	부
1050	부지런히	熱心に	Adverb	MAG	부지런히
1051	부채	うちわ、扇子	Noun	NNG	부채
1052	부케	ブーケ	Noun	NNG	부케
1053	부피	大きさ	Noun	NNG	부피
1054	분량	分量	Noun	NNG	분량
1055	분리	分離	Noun	NNG	분리
1056	분리수거	分別収集	Noun	NNG	분리수거
1057	분명하다	明らかだ、はっきりしている	Adverb	MAG	분명
1058	분명히	明確に	Adverb	MAG	분명히
1059	분실	紛失	Noun	NNG	분실
1060	분실물	忘れ物	Noun	NNG	분실물
1061	분홍색	ピンク色	Noun	NNG	분홍색
1062	불가능	不可能	XPN	XPN	불
1063	불가능하다	不可能である	XPN	XPN	불
1064	불경기	不景気	XPN	XPN	불
1065	불교	仏教	Noun	NNG	불교
1066	불규칙	不規則	XPN	XPN	불
1067	불꽃놀이	花火遊び、花火見物	Noun	NNG	불꽃놀이
1068	불량	不良	Noun	NNG	불량
1069	불만	不満	Noun	NNG	불만
1070	불면증	不眠症	Noun	NNG	불면증
1071	불법	不法、違法	Noun	NNG	불법
1072	불빛	炎、あかり	Noun	NNG	불빛
1073	불쌍하다	哀れだ	XR	XR	불쌍
1074	불안	不安	Noun	NNG	불안
1075	불안감	不安感	Noun	NNG	불안감
1076	불어나다	増える、増す	Verb	VV	불어나다
1077	불친절	不親切	XPN	XPN	불
1078	불태우다	燃やす	Verb	VV	불태우다
1079	불편	不便	Noun	NNG	불편
1080	불평	不平	Noun	NNG	불평
1081	불필요	不要、不必要	XPN	XPN	불
1082	불행	不幸	Noun	NNG	불행
1083	붉다	赤い	Adjective	VA	붉다
1084	붐비다	込み合う	Verb	VV	붐비다
1085	붕어빵	たい焼き	Noun	NNG	붕어빵
1086	붙잡다	捕まえる	VV-R	VV-R	붙잡다
1087	붙잡히다	捕まる	Verb	VV	붙잡히다
1088	뷔페	ビュッフェ	Noun	NNG	뷔페
1089	브랜드	ブランド	Noun	NNG	브랜드
1090	브레이크	ブレーキ	Noun	NNG	브레이크
1091	블라인드	ブラインド	Noun	NNG	블라인드
1092	블로그	ブログ	Noun	NNG	블로그
1093	비교	比較	Noun	NNG	비교
1094	비교적	比較的	Noun	NNG	비교
1095	비닐	ビニール	Noun	NNG	비닐
1096	비다	空いている	Noun	NNG	비
1097	비디오카메라	ビデオカメラ	Noun	NNG	비디오
1098	비록	たとえ～でも	Adverb	MAG	비록
1099	비만	肥満	Noun	NNG	비만
1100	비바람	雨風	Noun	NNG	비바람
1101	비비다	こする、揉む、混ぜる	Noun	NNB	비비
1102	비빔냉면	ビビン冷麺	Noun	NNG	비빔
1103	비상약	常備薬、非常用の薬	Noun	NNG	비상
1104	비용	費用	Noun	NNG	비용
1105	비우다	空にする、空ける	Verb	VV	비우다
1106	비자	ビザ	Noun	NNG	비자
1107	비추다	照らす	Verb	VV	비추다
1108	비타민	ビタミン	Noun	NNG	비타민
1109	비하다	比べる	Noun	NNG	비하
1110	빗길	雨の道	Noun	NNG	빗길
1111	빚	借金	Noun	NNG	빚
1112	빛	光	Noun	NNG	빛
1113	빠뜨리다	落とす	Verb	VV	빠뜨리다
1114	빠지다	落ちる、抜ける	Verb	VV	빠지다
1115	빠짐없이	もれなく、抜かりなく	Adverb	MAG	빠짐없이
1116	빨개지다	赤くなる	VA-I	VA-I	빨갛다
1117	빼앗기다	奪われる	Verb	VV	빼앗기다
1118	빼앗다	奪う	VV-R	VV-R	빼앗다
1119	뺨	頬	Noun	NNG	뺨
1120	뻔하다	確かだ、自明だ	Adjective	VA	뻔하다
1121	뻗다	伸びる	VV-R	VV-R	뻗다
1122	뽑다	抜く、選ぶ	VV-R	VV-R	뽑다
1123	뿌리	根	Noun	NNG	뿌리
1124	뿌리다	振りまく	Noun	NNG	뿌리
1125	사건	事件	Noun	NNG	사건
1126	사고방식	考え方	Noun	NNG	사고방식
1127	사교적	社交的	Noun	NNG	사교
1128	사귀다	付き合う、交わる	Verb	VV	사귀다
1129	사라지다	消える	Verb	VV	사라지다
1130	사로잡다	捕える	VV-R	VV-R	사로잡다
1131	사막	砂漠	Noun	NNG	사막
1132	사망	死亡	Noun	NNG	사망
1133	사망자	死亡者、死者	Noun	NNG	사망자
1134	사모님	奥様	Noun	NNG	사모
1135	사무소	事務所	Noun	NNG	사무소
1136	사생활	私生活、プライベート	Noun	NNG	사생활
1137	사슴	鹿	Noun	NNG	사슴
1138	사실	事実	Adverb	MAG	사실
1139	사업	事業	Noun	NNG	사업
1140	사용료	使用料	Noun	NNG	사용료
1141	사용법	使用法	Noun	NNG	사용법
1142	사우나	サウナ	Noun	NNG	사우나
1143	사은품	景品、おまけ	Noun	NNG	사은품
1144	사이버	サイバー	Noun	NNG	사이버
1145	사이좋다	仲が良い	Noun	NNG	사이
1146	사이트	サイト	Noun	NNG	사이트
1147	사정	事情	Noun	NNG	사정
1148	사진관	写真館	Noun	NNG	사진관
1149	사진첩	写真アルバム	Noun	NNG	사진첩
1150	사춘기	思春期	Noun	NNG	사춘기
1151	사투리	訛り、方言	Noun	NNG	사투리
1152	사표	辞表	Noun	NNG	사표
1153	사회	社会	Noun	NNG	사회
1154	사회생활	社会生活	Noun	NNG	사회생활
1155	사회자	司会者	Noun	NNG	사회자
1156	사회적	社会的	Noun	NNG	사회
1157	산꼭대기	山頂	Noun	NNG	산꼭대기
1158	산더미	山積み、山盛り	Noun	NNG	산더미
1159	산부인과	産婦人科	Noun	NNG	산부인과
1160	산불	山火事	Noun	NNG	산불
1161	산업	産業	Noun	NNG	산업
1162	산책로	散策路	Noun	NNG	산책로
1163	살리다	生かす	Verb	VV	살리다
1164	살림	暮らし	Noun	NNG	살림
1165	살아가다	生きていく	Verb	VV	살아가다
1166	살아나다	助かる	Verb	VV	살아나다
1167	살아남다	生き延びる	Verb	VV	살아남다
1168	살아오다	生きてくる	Verb	VV	살아오다
1169	살인	殺人	Noun	NNG	살인
1170	살짝	こっそり、そっと、静かに	Adverb	MAG	살짝
1171	살찌다	太る、肉が付く	Verb	VV	살찌다
1172	살펴보다	探る、観察する、注意してみる	Verb	VV	살펴보다
1173	살피다	調べる、探る	Verb	VV	살피다
1174	삶	暮し、人生、生	Noun	NNG	삶
1175	삶다	ゆでる	Verb	VV	삶다
1176	삼겹살	サムギョプサル	Noun	NNG	삼겹살
1177	삼일절	3.1節	Numeral	NR	삼
1178	삼키다	飲み込む	Verb	VV	삼키다
