id	ko	ja	pos	pos_tag	lemma
1179	상	相	Noun	NNG	상
1180	상가	商店街	Noun	NNG	상가
1181	상관없다	気にしない	Adjective	VA	상관없다
1182	상관없이	関係なく	Noun	NNG	상관
1183	상금	賞金	Noun	NNG	상금
1184	상담	相談	Noun	NNG	상담
1185	상담실	相談室	Noun	NNG	상담실
1186	상담원	エージェント、相談員	Noun	NNG	상담원
1187	상담자	相談者	Noun	NNG	상담자
1188	상당히	かなり	Adverb	MAG	상당히
1189	상대	相手	Noun	NNG	상대
1190	상대방	相手	Noun	NNG	상대방
1191	상대편	相手方	Noun	NNG	상대편
1192	상상	想像	Noun	NNG	상상
1193	상상력	想像力	Noun	NNG	상상력
1194	상승	上昇	Noun	NNG	상승
1195	상식	常識	Noun	NNG	상식
1196	상업	商業	Noun	NNG	상업
1197	상업적	商業的	Noun	NNG	상업
1198	상인	商人	Noun	NNG	상인
1199	상점	商店	Noun	NNG	상점
1200	상징	象徴	Noun	NNG	상징
1201	상쾌하다	さわやかだ、爽快だ	XR	XR	상쾌
1202	상태	状態	Noun	NNG	상태
1203	상표	商標、ラベル	Noun	NNG	상표
1204	상품권	商品券	Noun	NNG	상품
1205	상하다	傷む、（食べ物などが）腐る	Verb	VV	상하다
1206	상황	状況	Noun	NNG	상황
1207	새다	夜が明ける、夜明かしをする	Noun	NNG	새
1208	새롭다	新しい	VA-I	VA-I	새롭다
1209	새어머니	継母	Noun	NNG	새어머니
1210	새우다	夜を明かす	Noun	NNG	새우
1211	새치기	割り込み	Noun	NNG	새치기
1212	새해	新年	Noun	NNG	새해
1213	색다르다	風変りだ	Adjective	VA	색다르다
1214	색상	色相	Noun	NNG	색상
1215	생각나다	思い出す	Verb	VV	생각나다
1216	생강차	生姜茶	Noun	NNG	생강차
1217	생겨나다	生じる	Verb	VV	생겨나다
1218	생김새	見かけ	Noun	NNG	생김새
1219	생략	省略	Noun	NNG	생략
1220	생머리	ストレート	XPN	XPN	생
1221	생명	命	Noun	NNG	생명
1222	생산	生産	Noun	NNG	생산
1223	생생하다	新鮮だ、生々しい	Adjective	VA	생생하다
1224	생중계	生放送	XPN	XPN	생
1225	생필품	生活必需品	Noun	NNG	생필품
1226	생활비	生活費	Noun	NNG	생활비
1227	생활수준	生活水準	Noun	NNG	생활수준
1228	서너	三・四	Determiner	MM	서너
1229	서두르다	急ぐ、焦る	Verb	VV	서두르다
1230	서랍	引き出し	Noun	NNG	서랍
1231	서론	序論	Noun	NNG	서론
1232	서명	署名	Noun	NNG	서명
1233	서부	西部	Noun	NNG	서부
1234	서빙	サービング	Noun	NNG	서빙
1235	서서히	徐々に	Adverb	MAG	서서히
1236	서운하다	名残惜しい	Adjective	VA	서운하다
1237	서투르다	下手だ	Adjective	VA	서투르다
1238	석사	修士	Noun	NNG	석사
1239	석식	夕食	Noun	NNG	석식
1240	석유	石油	Noun	NNG	석유
1241	석탄	石炭	Noun	NNG	석탄
1242	섞다	混ぜる	Verb	VV	섞다
1243	선	線	Noun	NNG	선
1244	선글라스	サングラス	Noun	NNG	선글라스
1245	선선하다	涼しい	Adjective	VA	선선하다
1246	선진국	先進国	Noun	NNG	선진국
1247	선착순	先着順	Noun	NNG	선착순
1248	설	説	Noun	NNG	설
1249	설득	説得	Noun	NNG	설득
1250	설마	まさか	Adverb	MAG	설마
1251	설명서	マニュアル、説明書	Noun	NNG	설명서
1252	설문조사	アンケート	Noun	NNG	설문
1253	설문지	アンケート	Noun	NNG	설문지
1254	설사	例え、下痢	Adverb	MAG	설사
1255	섭섭하다	名残惜しい、寂しい	XR	XR	섭섭
1256	성공	成功	Noun	NNG	성공
1257	성능	性能	Noun	NNG	성능
1258	성당	聖堂	Noun	NNG	성당
1259	성명	声明	Noun	NNG	성명
1260	성별	性別	Noun	NNG	성별
1261	성실	誠実	Noun	NNG	성실
1262	성인	成人	Noun	NNG	성인
1263	성인병	成人病	Noun	NNG	성인병
1264	성적	成績	Noun	NNG	성적
1265	성적표	成績表	Noun	NNG	성적표
1266	성형	整形	Noun	NNG	성형
1267	세계적	世界的	Noun	NNG	세계
1268	세금	税金	Noun	NNG	세금
1269	세기	世紀	Noun	NNG	세기
1270	세다	数える	Adjective	VA	세다
1271	세대	世代	Determiner	MM	세
1272	세련	洗練	Noun	NNG	세련
1273	세면대	洗面台	Noun	NNG	세면대
1274	세면도구	洗面道具	Noun	NNG	세면도구
1275	세미나	セミナー	Noun	NNG	세미나
1276	세배	トリプル、3倍	Determiner	MM	세
1277	세뱃돈	お年玉	Noun	NNG	세뱃돈
1278	세상	世界	Noun	NNG	세상
1279	세월	歳月	Noun	NNG	세월
1280	세제	洗剤	Noun	NNG	세제
1281	세탁물	洗濯物	Noun	NNG	세탁물
1282	셔츠	シャツ	Noun	NNG	셔츠
1283	셔틀버스	シャトルバス	Noun	NNG	셔틀버스
1284	소감	所感、感想	Noun	NNG	소감
1285	소개팅	合コン	Noun	NNG	소개팅
1286	소규모	小規模	XPN	XPN	소
1287	소극장	小劇場	XPN	XPN	소
1288	소극적	消極的	Noun	NNG	소극
1289	소나기	夕立	Noun	NNG	소나기
1290	소년	少年	Noun	NNG	소년
1291	소득	所得	Noun	NNG	소득
1292	소망	希望	Noun	NNG	소망
1293	소매	袖	Noun	NNG	소매
1294	소매치기	すり	Noun	NNG	소매치기
1295	소문	うわさ、評判	Noun	NNG	소문
1296	소방관	消防官	Noun	NNG	소방관
1297	소방서	消防署	Noun	NNG	소방서
1298	소방차	消防車	Noun	NNG	소방차
1299	소비	消費	Noun	NNG	소비
1300	소비자	消費者	Noun	NNG	소비자
1301	소설책	小説	Noun	NNG	소설책
1302	소수	少数	Noun	NNG	소수
1303	소스	ソース	Noun	NNG	소스
1304	소심하다	小心である	XR	XR	소심
1305	소용	使い道	Noun	NNG	소용
1306	소용없다	無駄だ、役に立たない	Adjective	VA	소용없다
1307	소원	念願、願い	Noun	NNG	소원
1308	소음	騒音	Noun	NNG	소음
1309	소주	焼酎	Noun	NNG	소주
1310	소중하다	大事だ	Adjective	VA	소중하다
1311	소중히	大切に	Adverb	MAG	소중히
1312	소화	消化	Noun	NNG	소화
1313	속다	だまされる	Verb	VV	속다
1314	속담	ことわざ	Noun	NNG	속담
1315	속도	速度	Noun	NNG	속도
1316	속도위반	速度違反	Noun	NNG	속도위반
1317	속력	スピード、速力	Noun	NNG	속력
1318	속상하다	しゃくにさわる、気に障る	Adjective	VA	속상하다
1319	속옷	下着	Noun	NNG	속옷
1320	속이다	あざむく、だます	Verb	VV	속이다
1321	손바닥	手のひら	Noun	NNG	손바닥
1322	손발	手足	Noun	NNG	손발
1323	손쉽다	たやすい	VA-I	VA-I	손쉽다
1324	손자	男の孫	Noun	NNG	손자
1325	손잡이	手すり、取っ手	Noun	NNG	손잡이
1326	손질	手入れ	Noun	NNG	손질
1327	솔직하다	率直である	XR	XR	솔직
1328	솔직히	率直に言って	Adverb	MAG	솔직히
1329	솜씨	手並み、手際	Noun	NNG	솜씨
1330	송금	送金	Noun	NNG	송금
1331	쇠	鉄、金物、錠	Noun	NNG	쇠
1332	쇠고기	牛肉	Noun	NNG	쇠고기
1333	쇼	ショー	Noun	NNG	쇼
1334	쇼핑몰	ショッピングモール	Noun	NNG	쇼핑몰
1335	쇼핑백	ショッピングバッグ	Noun	NNG	쇼핑백
1336	쇼핑센터	ショッピングセンター	Noun	NNG	쇼핑센터
1337	수거	回収	Noun	NNG	수거
1338	수고	苦労	Noun	NNG	수고
1339	수단	手段	Noun	NNG	수단
1340	수도꼭지	水道の蛇口	Noun	NNG	수도꼭지
1341	수량	数量	Noun	NNG	수량
1342	수료식	修了式	Noun	NNG	수료식
1343	수리	受理、修理	Noun	NNG	수리
1344	수리비	修理費	Noun	NNG	수리비
1345	수면	睡眠	Noun	NNG	수면
1346	수면제	睡眠薬	Noun	NNG	수면제
1347	수명	寿命	Noun	NNG	수명
1348	수산물	水産物	Noun	NNG	수산물
1349	수상	首相	Noun	NNG	수상
1350	수선	修繕	Noun	NNG	수선
1351	수선하다	修理する、修繕する	Noun	NNG	수선
1352	수수료	手数料	Noun	NNG	수수료
1353	수입	収入、輸入	Noun	NNG	수입
1354	수정	修正、水晶	Noun	NNG	수정
1355	수준	レベル	Noun	NNG	수준
1356	수집	収集、コレクション	Noun	NNG	수집
1357	수출	輸出	Noun	NNG	수출
1358	수표	小切手	Noun	NNG	수표
1359	수학여행	修学旅行	Noun	NNG	수학여행
1360	숙녀복	婦人服	Noun	NNG	숙녀
1361	숙박	宿泊	Noun	NNG	숙박
1362	숙박비	宿泊費	Noun	NNG	숙박비
1363	숙소	宿	Noun	NNG	숙소
1364	숙이다	下げる、うなだれる	Noun	NNP	숙
1365	순간	瞬間	Noun	NNG	순간
1366	순두부찌개	スンドゥブチゲ	Noun	NNG	순두부
1367	술자리	飲み会	Noun	NNG	술자리
1368	술잔	盃	Noun	NNG	술잔
1369	술집	バー	Noun	NNG	술집
1370	숨기다	隠す	Verb	VV	숨기다
1371	숨다	隠れる	Noun	NNG	숨
1372	숫자	数字	Noun	NNG	숫자
1373	숲	森、林	Noun	NNG	숲
1374	스님	お坊さん	Noun	NNG	스님
1375	스스로	自ら、自分で、自然と	Adverb	MAG	스스로
1376	스캐너	スキャナー	Noun	NNG	스캐너
1377	스타일	スタイル	Noun	NNG	스타일
1378	스티커	シール、ステッカー	Noun	NNG	스티커
1379	스프	スープ	Noun	NNG	스프
1380	스피커	スピーカー	Noun	NNG	스피커
1381	슬리퍼	スリッパ	Noun	NNG	슬리퍼
1382	슬픔	悲しみ	Noun	NNG	슬픔
1383	습기	湿気	Noun	NNG	습기
1384	습도	湿度	Noun	NNG	습도
1385	승강기	エレベーター	Noun	NNG	승강기
1386	승객	乗客	Noun	NNG	승객
1387	승리	勝利	Noun	NNG	승리
1388	승용차	乗用車	Noun	NNG	승용차
1389	승진	昇進	Noun	NNG	승진
1390	승차	乗車	Noun	NNG	승차
1391	시각	視覚	Noun	NNG	시각
1392	시대	時代	Noun	NNG	시대
1393	시도	試み	Noun	NNG	시도
1394	시력	視力	Noun	NNG	시력
1395	시리다	ひりひりする、しびれるほど冷たい	Adjective	VA	시리다
1396	시부모님	義理の両親	Noun	NNG	시부모
1397	시스템	システム	Noun	NNG	시스템
1398	시아버지	舅、夫の父	Noun	NNG	시아버지
1399	시어머니	姑、夫の母	Noun	NNG	시어머니
1400	시외버스	市外バス	Noun	NNG	시외버스
1401	시인	詩人	Noun	NNG	시인
1402	시집	詩集、嫁入り先	Noun	NNG	시집
1403	시집가다	嫁に行く、（女性が）結婚する	Verb	VV	시집가다
1404	시청각실	視聴覚室	Noun	NNG	시청각실
1405	시청자	視聴者	Noun	NNG	시청자
1406	시합	試合	Noun	NNG	시합
1407	시험공부	試験勉強	Noun	NNG	시험
1408	식	式、やり方、方法	Noun	NNB	식
1409	식구	家族	Noun	NNG	식구
1410	식료품	食料品	Noun	NNG	식료품
1411	식물	植物	Noun	NNG	식물
1412	식물원	植物園	Noun	NNG	식물원
1413	식비	食費	Noun	NNG	식비
1414	식생활	食生活	Noun	NNG	식생활
1415	식습관	食習慣	Noun	NNG	식습관
1416	식욕	食欲	Noun	NNG	식욕
1417	식용유	食用油	Noun	NNG	식용유
1418	식초	酢	Noun	NNG	식초
1419	식품	食品	Noun	NNG	식품
1420	식후	食後	Noun	NNG	식후
1421	신고	通報	Noun	NNG	신고
1422	신기다	履かせる	XR	XR	신기
1423	신기술	新技術	XPN	XPN	신
1424	신기하다	不思議だ、珍しい	XR	XR	신기
1425	신나다	浮かれる、興がのる	Verb	VV	신나다
1426	신도시	新都市	XPN	XPN	신
1427	신랑	新郎	Noun	NNG	신랑
1428	신랑감	新郎候補	Noun	NNG	신랑감
1429	신문사	新聞社	Noun	NNG	신문사
1430	신문지	新聞紙	Noun	NNG	신문지
1431	신부	神父、新婦	Noun	NNG	신부
1432	신분증	身分証明書	Noun	NNG	신분증
1433	신상품	新商品	XPN	XPN	신
1434	신선하다	新鮮だ	Adjective	VA	신선하다
1435	신세대	新世代	Noun	NNG	신세대
1436	신용	信用	Noun	NNG	신용
1437	신입생	新入生	Noun	NNG	신입
1438	신제품	新製品	XPN	XPN	신
1439	신청자	申請者	Noun	NNG	신청자
1440	신체	身体、体	Noun	NNG	신체
1441	신형	新型	Noun	NNG	신형
1442	신호	信号	Noun	NNG	신호
1443	신혼	新婚	Noun	NNG	신혼
1444	신혼부부	新婚夫婦	Noun	NNG	신혼부부
1445	신혼여행	新婚旅行	Noun	NNG	신혼여행
1446	싣다	乗せる、積む	VV-I	VV-I	싣다
1447	실	糸	Noun	NNG	실
1448	실내	室内	Noun	NNG	실내
1449	실력	実力	Noun	NNG	실력
1450	실망	失望	Noun	NNG	실망
1451	실시	実施	Noun	NNG	실시
1452	실용적	実用的	Noun	NNG	실용
1453	실은	実は	Adverb	MAG	실은
1454	실제	実際	Adverb	MAG	실제
1455	실제로	実際に	Adverb	MAG	실제로
1456	실종	失踪	Noun	NNG	실종
1457	실종자	失踪者、行方不明者	Noun	NNG	실종자
1458	실천	実践	Noun	NNG	실천
1459	실컷	思う存分、飽きるほど	Adverb	MAG	실컷
1460	실크	シルク	Noun	NNG	실크
1461	실패	失敗	Noun	NNG	실패
1462	실험	実験	Noun	NNG	실험
1463	실험실	実験室	Noun	NNG	실험실
1464	싫증	飽き	Noun	NNG	싫증
1465	심각하다	深刻だ	Adjective	VA	심각하다
1466	심다	植える	Verb	VV	심다
1467	심리학	心理学	Noun	NNG	심리학
1468	심리학자	心理学者	Noun	NNG	심리학자
1469	심부름	お使い	Noun	NNG	심부름
1470	심심하다	退屈だ	XR	XR	심심
1471	심장	心臓	Noun	NNG	심장
1472	심장병	心臓病	Noun	NNG	심장병
1473	싱싱하다	みずみずしい、生き生きしている	XR	XR	싱싱
1474	싱크대	シンク台	Noun	NNG	싱크대
1475	싸구려	安物	Noun	NNG	싸구려
1476	싸움	喧嘩	Noun	NNG	싸움
1477	쌀쌀하다	肌寒い	XR	XR	쌀쌀
1478	쌍둥이	双子	Noun	NNG	쌍둥이
1479	쌓다	積む、築く	Verb	VV	쌓다
1480	쏘다	射る、撃つ	Verb	VV	쏘다
1481	쏟다	こぼす	VV-R	VV-R	쏟다
1482	쏟아지다	降り注ぐ、こぼれる、あふれる	Verb	VV	쏟아지다
1483	쑥스럽다	照れくさい	VA-I	VA-I	쑥스럽다
1484	쓰러지다	倒れる、床につく、滅びる	Verb	VV	쓰러지다
1485	쓰레기통	ごみ箱	Noun	NNG	쓰레기통
1486	쓸데없다	無用だ、使い道がない	Adjective	VA	쓸데없다
1487	쓸데없이	やたら	Adverb	MAG	쓸데없이
1488	쓸쓸하다	わびしい	XR	XR	쓸쓸
1489	씌우다	かぶせる、覆う	Verb	VV	씌우다
1490	씨름	シルム（朝鮮の相撲）	Noun	NNG	씨름
1491	씩씩하다	りりしい、たくましい	Adjective	VA	씩씩하다
1492	아깝다	もったいない、惜しい	VA-I	VA-I	아깝다
1493	아끼다	節約する、惜しむ	Verb	VV	아끼다
1494	아나운서	アナウンサー	Noun	NNG	아나운서
1495	아니	いや	Interjection	IC	아니
1496	아동	児童	Noun	NNG	아동
1497	아랫사람	目下の人	Noun	NNG	아랫사람
1498	아르바이트	アルバイト	Noun	NNG	아르바이트
1499	아리랑	アリラン	Noun	NNG	아리랑
1500	아무것	何	Determiner	MM	아무
1501	아무래도	どうにも、いずれにしても	Adverb	MAG	아무래도
1502	아무런	いかなる、何の	Determiner	MM	아무런
1503	아무리	いくら（～しても）	Adverb	MAG	아무리
1504	아무튼	とにかく	Adverb	MAG	아무튼
1505	아쉬움	心残り	Noun	NNG	아쉬움
1506	아쉽다	物足りない、心残りだ、望ましい	VA-I	VA-I	아쉽다
1507	아이디	ユーザー名、ID	Noun	NNG	아이디
1508	아이디어	アイデア	Noun	NNG	아이디어
1509	아침저녁	朝晩	Noun	NNG	아침
1510	아픔	痛み	Adjective	VA	아프다
1511	악몽	悪夢	Noun	NNG	악몽
1512	악수	握手	Noun	NNG	악수
1513	안개	霧	Noun	NNG	안개
1514	안과	眼科	Noun	NNG	안과
1515	안내문	案内文	Noun	NNG	안내문
1516	안내서	案内書	Adverb	MAG	안
1517	안내소	案内所	Noun	NNG	안내소
1518	안되다	うまく行かない	Adverb	MAG	안
1519	안방	居間	Noun	NNG	안방
1520	안부	安否	Noun	NNG	안부
1521	안색	顔色	Noun	NNG	안색
1522	안심	安心	Noun	NNG	안심
1523	안약	目薬	Noun	NNG	안약
1524	안전선	安全線	Noun	NNG	안전선
1525	안주	おつまみ	Noun	NNG	안주
1526	안쪽	内側、奥	Noun	NNG	안쪽
1527	안타깝다	気の毒だ、ふびんだ、もどかしい	VA-I	VA-I	안타깝다
1528	앉히다	座らせる	Verb	VV	앉히다
1529	알	卵、玉	Noun	NNB	알
1530	알레르기	アレルギー	Noun	NNG	알레르기
1531	알아듣다	理解する	VV-I	VV-I	알아듣다
1532	알아보다	調べる、探る、見分ける、認める	Verb	VV	알아보다
1533	알아주다	認める	Verb	VV	알아주다
1534	알약	錠剤	Noun	NNG	알약
1535	알코올	アルコール	Noun	NNG	알코올
1536	암	がん	Interjection	IC	암
1537	앞날	将来	Noun	NNG	앞날
1538	앞두다	控える、前にする	Verb	VV	앞두다
1539	앞뒤	前後	Noun	NNG	앞뒤
1540	앞머리	前髪	Noun	NNG	앞머리
1541	애기	赤ちゃん	Noun	NNG	애기
1542	애완견	愛犬、ペットの犬	Noun	NNG	애완견
1543	애완동물	ペット	Noun	NNG	애완동물
1544	애인	恋人	Noun	NNG	애인
1545	애정	愛情	Noun	NNG	애정
1546	애프터서비스	アフターサービス	Noun	NNG	애프터서비스
1547	액자	額縁	Noun	NNG	액자
1548	앨범	アルバム	Noun	NNG	앨범
1549	야간	夜間	Noun	NNG	야간
1550	야경	夜景	Noun	NNG	야경
1551	야근	残業、夜勤	Noun	NNG	야근
1552	야단맞다	叱られる	Verb	VV	야단맞다
1553	야단치다	叱りつける	Verb	VV	야단치다
1554	야외	野外	Noun	NNG	야외
1555	야유회	ピクニック	Noun	NNG	야유회
1556	약하다	弱い	Adjective	VA	약하다
1557	약혼	婚約	Noun	NNG	약혼
1558	약혼자	婚約者、フィアンセ	Noun	NNG	약혼자
1559	얌전하다	おとなしい	Noun	NNG	얌전
1560	양념	薬味だれ	Noun	NNG	양념
1561	양로원	老人ホーム	Noun	NNG	양로원
1562	양반	ヤンバン(朝鮮時代の官僚)	Noun	NNG	양반
1563	양보	譲歩	Noun	NNG	양보
1564	양쪽	両方	Noun	NNG	양쪽
1565	얘	この子	Pronoun	NP	얘
1566	어기다	破る、違反する	Verb	VV	어기다
1567	어느새	いつのまにか	Adverb	MAG	어느새
1568	어떠하다	どういうふうだ	XR	XR	어떠
1569	어떡하다	どうする	Verb	VV	어떡하다
1570	어려움	困難	VA-I	VA-I	어렵다
1571	어린아이	子供	Noun	NNG	어린아이
1572	어린이날	子供の日	Noun	NNG	어린이날
1573	어버이날	父母の日	Noun	NNG	어버이날
1574	어색하다	ぎこちない	Adjective	VA	어색하다
1575	어쨌든	とにかく、いずれにせよ	Adverb	MAG	어쨌든
1576	어쩌다가	偶然に、ときどき	Adverb	MAG	어쩌다가
1577	어쩌면	どうすれば、どうして	Adverb	MAG	어쩌면
1578	어쩐지	なんか、やっぱり	Adverb	MAG	어쩐지
1579	어차피	どうせ、どっちみち、結局	Adverb	MAG	어차피
1580	어학	語学	Noun	NNG	어학
1581	어학연수	語学研修	Noun	NNG	어학연수
1582	어휘	語彙	Noun	NNG	어휘
1583	억	億	Numeral	NR	억
1584	억양	アクセント	Noun	NNG	억양
1585	억지로	無理やり	Adverb	MAG	억지로
1586	언론	言論	Noun	NNG	언론
1587	언론인	ジャーナリスト	Noun	NNG	언론인
1588	언어	言語	Noun	NNG	언어
1589	언젠가	いつか	Adverb	MAG	언젠가
1590	얻다	得る	VV-R	VV-R	얻다
1591	얻어먹다	おごってもらう	Verb	VV	얻어먹다
1592	얼다	凍る	Verb	VV	얼다
1593	얼룩	染み、汚れ	Noun	NNG	얼룩
1594	얼른	早く、すぐ、すばやく	Adverb	MAG	얼른
1595	엄격하다	厳しい、厳格だ	XR	XR	엄격
1596	엄청나다	途方もない、とんでもない	Adjective	VA	엄청나다
1597	업무	業務	Noun	NNG	업무
1598	없애다	なくす、処分する	Verb	VV	없애다
1599	엉덩이	お尻	Noun	NNG	엉덩이
1600	엉뚱하다	とんでもない、突拍子もない	XR	XR	엉뚱
1601	엉망	めちゃくちゃ	Noun	NNG	엉망
1602	엊그제	一昨日	Adverb	MAG	엊그제
1603	에너지	エネルギー	Noun	NNG	에너지
1604	에이즈	エイズ	Noun	NNG	에이즈
1605	엔진	エンジン	Noun	NNG	엔진
1606	엠티	メンバーシップトレーニング	Noun	NNG	엠티
1607	여가	余暇	Noun	NNG	여가
1608	여고생	女子高生	Noun	NNG	여고
1609	여관	旅館	Noun	NNG	여관
1610	여드름	ニキビ	Noun	NNG	여드름
1611	여럿	多数	Noun	NNG	여럿
1612	여름날	夏の日	Noun	NNG	여름날
1613	여성	女性	Noun	NNG	여성
1614	여성복	女性服	Noun	NNG	여성복
1615	여유	余裕	Noun	NNG	여유
1616	여전히	依然として、相変わらず	Adverb	MAG	여전히
1617	여쭈다	（目上の人に）申し上げる、伺う	Verb	VV	여쭈다
1618	여행비	旅費	Noun	NNG	여행비
1619	여행자	旅行者	Noun	NNG	여행자
1620	여행지	旅行先	Noun	NNG	여행지
1621	역사적	歴史的	Noun	NNG	역사
1622	역시	やはり、やっぱり	Adverb	MAG	역시
1623	역할	役割	Noun	NNG	역할
1624	연결	連結	Noun	NNG	연결
1625	연구	研究	Noun	NNG	연구
1626	연구소	研究所	Noun	NNG	연구소
1627	연구실	研究室	Noun	NNG	연구실
1628	연극	演劇	Noun	NNG	연극
1629	연기	延期、演技	Noun	NNG	연기
1630	연도	年度	Noun	NNG	연도
1631	연락	連絡	Noun	NNG	연락
1632	연말	年末	Noun	NNG	연말
1633	연말연시	年末年始	Noun	NNG	연말연시
1634	연상	年上	Noun	NNG	연상
1635	연속	連続	Noun	NNG	연속
1636	연속극	連続ドラマ	Noun	NNG	연속극
1637	연수	研修	Noun	NNG	연수
1638	연애	恋愛	Noun	NNG	연애
1639	연애결혼	恋愛結婚	Noun	NNG	연애
1640	연인	恋人	Noun	NNG	연인
1641	연장	延長	Noun	NNG	연장
1642	연주	演奏	Noun	NNG	연주
1643	연주회	コンサート	Noun	NNG	연주회
1644	연하	年下	Noun	NNG	연하
1645	연하다	軟らかい、薄い	Adjective	VA	연하다
1646	연회비	年会費	Noun	NNG	연회비
1647	열대야	熱帯夜	Noun	NNP	열대야
1648	열람실	閲覧室	Noun	NNG	열람실
1649	열흘	十日	Noun	NNG	열흘
1650	염색	カラーリング、髪を染めること	Noun	NNG	염색
1651	엿	飴	Noun	NNG	엿
1652	영수증	領収書	Noun	NNG	영수증
1653	영양	栄養	Noun	NNG	영양
1654	영양가	栄養価	Noun	NNG	영양가
1655	영양분	栄養分	Noun	NNG	영양분
1656	영양소	栄養素	Noun	NNG	영양소
1657	영양제	栄養剤	Noun	NNG	영양제
1658	영업	営業	Noun	NNG	영업
1659	영업부	営業部	Noun	NNG	영업부
1660	영역	エリア	Noun	NNG	영역
1661	영원히	永遠に	Adverb	MAG	영원히
1662	영향	影響	Noun	NNG	영향
1663	영화감독	映画監督	Noun	NNG	영화감독
1664	영화제	映画祭	Noun	NNG	영화제
1665	옆집	隣の家	Noun	NNG	옆집
1666	예금	預金	Interjection	IC	예
1667	예매	前売り、事前購入、予約	Noun	NNG	예매
1668	예방	予防	Noun	NNG	예방
1669	예보	予報	Noun	NNG	예보
1670	예상	予想	Noun	NNG	예상
1671	예술	芸術	Noun	NNG	예술
1672	예습	予習	Noun	NNG	예습
1673	예식장	結婚式場	Noun	NNG	예식장
1674	예의	礼儀	Noun	NNG	예의
1675	예전	昔、ずっと前	Noun	NNG	예전
1676	예절	礼節、行儀	Noun	NNG	예절
1677	예정	予定	Noun	NNG	예정
1678	예측	予測	Noun	NNG	예측
1679	옛	昔	Determiner	MM	옛
1680	옛말	古語、昔話	Noun	NNG	옛말
1681	오가다	行き来する	Noun	NNP	오
1682	오늘날	今日	Noun	NNG	오늘날
1683	오락	娯楽	Noun	NNG	오락
1684	오래되다	古い、久しい、長い時間が経つ	Adverb	MAG	오래
1685	오랜	長い間	Determiner	MM	오랜
1686	오르내리다	上がり下がりする	Verb	VV	오르내리다
1687	오른손	右手	Noun	NNG	오른손
1688	오리엔테이션	オリエンテーション	Noun	NNG	오리엔테이션
1689	오염	汚染	Noun	NNG	오염
1690	오토바이	バイク	Noun	NNG	오토바이
1691	오페라	オペラ	Noun	NNG	오페라
1692	오피스텔	オフィステル	Noun	NNG	오피스텔
1693	오해	誤解	Noun	NNG	오해
1694	오히려	むしろ	Adverb	MAG	오히려
1695	온	全～、すべての	Verb	VV	오다
1696	온갖	いろいろな種類の	Determiner	MM	온갖
1697	온도	温度	Noun	NNG	온도
1698	온돌	オンドル（暖房装置）	Noun	NNG	온돌
1699	온돌방	オンドル部屋	Noun	NNG	온돌방
1700	온라인	オンライン	Noun	NNG	온라인
1701	온몸	全身	Noun	NNG	온몸
1702	온천	温泉	Noun	NNG	온천
1703	온천욕	温泉浴	Noun	NNG	온천욕
1704	온통	すべて、全部	Adverb	MAG	온통
1705	올리다	上げる、載せる	Verb	VV	올리다
1706	올림픽	オリンピック	Noun	NNG	올림픽
1707	올바르다	正しい	Adjective	VA	올바르다
1708	옳다	正しい	Adjective	VA	옳다
1709	옷차림	身なり	Noun	NNG	옷차림
1710	와인	ワイン	Noun	NNG	와인
1711	완성	完成	Noun	NNG	완성
1712	완전히	完全に	Adverb	MAG	완전히
1713	왕	王	Noun	NNG	왕
1714	왕복	往復	Noun	NNG	왕복
1715	왕비	王妃	Noun	NNG	왕비
1716	왠지	なぜだか	Adverb	MAG	왠지
1717	외가	母方	Noun	NNG	외가
1718	외과	外科	Noun	NNG	외과
1719	외교관	外交官	Noun	NNG	외교관
1720	외동딸	一人娘	Noun	NNG	외동딸
1721	외동아들	一人息子	Noun	NNG	외동아들
1722	외래어	外来語	Noun	NNG	외래어
1723	외로움	孤独	Noun	NNG	외로움
1724	외모	外見	Noun	NNG	외모
1725	외식	外食	Noun	NNG	외식
1726	외아들	一人息子	Noun	NNG	외아들
1727	외우다	覚える	Verb	VV	외우다
1728	외치다	叫ぶ、わめく	Verb	VV	외치다
1729	요가	ヨガ	Noun	NNG	요가
1730	요구	要求	Noun	NNG	요구
1731	요구르트	ヨーグルト	Noun	NNG	요구르트
1732	요리법	レシピ	Noun	NNG	요리법
1733	요리사	シェフ	Noun	NNG	요리사
1734	요새	近頃、最近	Noun	NNG	요새
1735	요약	要約	Noun	NNG	요약
1736	요청	要請	Noun	NNG	요청
1737	욕	悪口	Noun	NNG	욕
1738	욕실	風呂場	Noun	NNG	욕실
1739	욕심	欲	Noun	NNG	욕심
1740	욕심쟁이	欲ばり	Noun	NNG	욕심
1741	용	竜	Noun	NNG	용
1742	용기	勇気	Noun	NNG	용기
1743	용돈	小遣い	Noun	NNG	용돈
1744	용서	容赦、許すこと	Noun	NNG	용서
1745	우등상	優等賞	Noun	NNG	우등상
1746	우리말	韓国語	Pronoun	NP	우리
1747	우물	井戸	Noun	NNG	우물
1748	우수성	優秀性	Noun	NNG	우수
1749	우승	優勝	Noun	NNG	우승
1750	우아하다	優雅だ	Adjective	VA	우아하다
1751	우연	偶然	Noun	NNG	우연
1752	우연히	偶然に	Adverb	MAG	우연히
1753	우울증	うつ病	Noun	NNG	우울증
1754	우울하다	憂うつだ	Noun	NNG	우울
1755	우정	友情	Noun	NNG	우정
